1      2
3     25
49    356
49    289
4     95
5     61
5     46
8    101
41    181
49    321
35    299
3     87
32    353
15    161
49    394
16    135
4     26
49    382
8     66
3     32
2     46
4     24
49    373
49    580
3     84
1      2
47    403
7     47
18    194
2     46
11    148
5     62
2     37
0     37
6     59
3     20
3     92
2     12
6     50
3     19
12    141
0    141
49    336
49    298
49    494
2     28
7     87
1      2
3     27
9    100
4     32
2     39
30    247
3     21
2     27
49    399
9    186
3     25
49    405
3     64
40    286
44    390
49    384
2     10
49    430
6    168
5    113
4     49
5     70
9     94
49    285
2     15
48    434
3     24
5     64
49    444
48    276
18    118
49    367
49    444
2     16
19    162
2     10
49    349
49    415
10     84
1      2
49    427
9     71
3     18
3     13
48    382
1      2
2     15
3     23
2     10
0     10
13    128
41    269
2     36
2     15
49    445
48    354
9    112
0    112
13     97
1      2
49    239
7     68
3     72
15    139
49    456
5     40
49    477
7     65
19    156
2     16
0     16
5     57
49    276
49    258
0    258
15    136
0    136
11     87
2     15
0     15
49    491
2     11
49    406
1      2
3     27
2      9
2     13
9     65
12     90
5     85
1      2
4     50
19    167
30    213
3     40
4     37
23    141
49    354
1      2
2     12
2     16
0     16
49    447
20    186
49    346
4     29
16    258
1      2
14     95
48    416
2     14
49    312
3     39
1      2
3     20
9    103
3     22
8     86
13    117
1      2
1      2
3     33
9    114
7     74
1      2
11    205
49    356
37    250
28    206
3     29
1      2
46    347
6     75
47    396
4     51
4    125
0    125
1      2
2     11
49    284
1      2
48    268
49    445
2     17
1      2
49    448
49    303
49    384
7     53
7     72
49    480
49    276
3     21
1      2
4     26
2     10
2     27
1      2
16    240
4     58
49    298
2     40
2     33
1      2
2     39
21    239
2     13
48    452
1      2
34    418
5     51
0     51
2     13
49    311
8     95
16    131
49    427
18    191
12    105
3     14
49    312
49    352
49    414
2     54
22    199
48    341
49    326
49    276
0    276
49    482
49    474
49    331
2     20
2     34
49    304
25    274
1      2
15    123
49    382
0    382
49    389
3     24
49    408
49    366
6     48
49    453
49    312
1      2
28    307
4     54
48    364
49    332
31    230
8    112
6     70
0     70
3     21
49    207
46    281
0    281
49    284
11    213
3     54
3     24
2     39
49    474
8     71
0     71
7     81
49    541
49    408
5     30
1      2
15    118
3     50
1      2
49    393
4     44
2     15
2     34
4     71
49    340
49    341
1      2
9     72
0     72
49    423
49    435
5     38
1      2
1      2
49    375
10     59
2     15
26    244
8     92
49    370
43    357
1      2
46    332
20    207
49    397
41    420
1      2
35    202
49    377
48    265
28    132
33    185
17    189
49    376
47    331
4     30
7     62
49    249
49    414
4     30
49    423
49    412
49    413
2      8
44    244
49    243
0    243
2      9
49    265
43    335
49    457
13     71
49    385
49    350
44    287
25    296
3     24
47    323
0    323
10     96
19    227
3     79
49    269
49    447
0    447
4     38
48    328
48    309
3     63
1      2
49    350
13    115
11    124
2     12
2     10
49    297
13    141
49    458
4     43
18    106
2     28
49    363
0    363
4     56
8    102
5     53
2     25
2     33
3     31
49    349
3     23
49    371
49    366
49    308
1      2
37    376
48    590
48    443
1      2
5     62
49    330
44    402
2     46
1      2
1      2
49    296
12    136
49    430
2      7
3     91
13    209
49    327
8    285
49    326
49    324
49    238
49    317
24    180
0    180
1      2
50    153
0    153
1      2
49    362
49    262
49    344
4     38
49    388
49    301
48    338
49    280
49    497
17    230
49    227
14    145
9    128
49    329
49    309
40    305
6    176
0    176
49    297
49    282
14    208
1      2
49    263
50    186
4     41
49    377
16    157
1      2
1      2
2     12
1      2
49    344
0    344
4     22
2      8
49    309
3     27
1      2
2      8
49    393
9    108
49    409
49    293
31    250
16    150
2     24
13    100
32    191
7     77
4     24
48    360
49    268
9     38
2     13
25    164
7     39
0     39
49    242
0    242
5     53
3     23
12    127
2     10
49    393
37    244
49    273
49    265
49    303
2     15
47    224
48    341
49    230
49    420
49    388
49    418
4     35
49    305
20     99
49    304
49    433
49    299
12    124
5     71
15    117
24    140
1      2
15    171
10    178
1      2
1      2
7     68
49    331
49    311
9     66
22    137
49    242
49    332
0    332
49    343
1      2
14    146
47    397
13    127
5     31
34    273
5    115
49    350
49    365
3     20
2     14
16    189
2      8
3     25
49    315
4     38
7     63
49    295
49    327
20    192
3     19
49    298
49    235
49    300
22    187
5     67
3     29
1      2
2     34
49    372
49    352
15    141
47    317
27    209
3     29
49    375
48    393
27    290
3     14
49    308
7     53
47    344
1      2
48    306
49    452
49    221
49    443
39    324
25    204
36    184
1      2
49    403
49    291
49    439
49    258
1      2
49    405
48    238
49    298
10     86
49    285
48    362
8     71
14    114
48    323
48    265
2     58
49    310
3     30
48    450
19    102
2     13
48    315
49    396
1      2
48    218
49    339
49    400
3     24
48    288
4     93
49    309
4     53
3     31
10     92
49    279
49    333
0    333
0    333
48    309
16    164
1      2
47    232
15    184
48    258
48    284
38    350
1      2
0      2
3     22
33    344
3     20
30    272
3     14
41    282
2     11
27    275
49    257
0    257
